,trip_seg,fstop,tstop,fstop_name,tstop_name,fstop_lat,fstop_lon,tstop_lat,tstop_lon
228,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
229,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
230,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
231,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
232,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
233,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
234,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
235,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
236,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
237,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
238,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
239,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
240,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
241,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
242,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
243,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
244,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
245,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
246,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
247,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
248,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
249,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
250,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
251,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
252,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
253,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
254,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
255,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
256,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
257,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
258,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
259,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
260,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
261,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
262,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
263,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
264,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
265,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
266,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
267,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
268,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
269,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
270,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
271,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
272,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
273,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
274,3,104S,106S,231 St,Marble Hill - 225 St,40.878856,-73.904834,40.874561,-73.90983100000001
275,3,104S,106S,231 St,Marble Hill - 225 St,40.878856,-73.904834,40.874561,-73.90983100000001
276,3,104S,106S,231 St,Marble Hill - 225 St,40.878856,-73.904834,40.874561,-73.90983100000001
277,3,104S,106S,231 St,Marble Hill - 225 St,40.878856,-73.904834,40.874561,-73.90983100000001
